Region,Block,Management,Site,Transect,Year,damsel,wrasse,parrotfish,grouper
B,Block 3,a,Site 2,Transect 3,2012,18,0,0,0
B,Block 3,a,Site 2,Transect 3,2013,17,23,37,0
B,Block 3,a,Site 2,Transect 3,2014,15,11,47,0
B,Block 3,b,Site 1,Transect 1,2000,44,0,11,0
B,Block 3,b,Site 1,Transect 1,2001,0,0,15,0
B,Block 3,b,Site 1,Transect 1,2002,39,0,0,0
B,Block 3,b,Site 1,Transect 1,2003,0,NA,19,NA
B,Block 3,b,Site 1,Transect 1,2004,42,0,26,0
B,Block 3,b,Site 1,Transect 1,2005,35,0,19,4
B,Block 3,b,Site 1,Transect 1,2006,46,0,10,0
B,Block 3,b,Site 1,Transect 1,2007,0,40,4,0
B,Block 3,b,Site 1,Transect 1,2008,38,0,8,0
B,Block 3,b,Site 1,Transect 1,2009,0,60,11,3
B,Block 3,b,Site 1,Transect 1,2010,50,0,8,0
B,Block 3,b,Site 1,Transect 1,2011,41,0,12,0
B,Block 3,b,Site 1,Transect 1,2012,NA,0,0,0
B,Block 3,b,Site 1,Transect 1,2013,47,48,5,0
B,Block 3,b,Site 1,Transect 1,2014,47,0,7,4
B,Block 3,b,Site 1,Transect 2,2000,31,34,0,0
B,Block 3,b,Site 1,Transect 2,2001,0,0,23,0
B,Block 3,b,Site 1,Transect 2,2002,27,0,21,0
B,Block 3,b,Site 1,Transect 2,2003,27,17,38,0
B,Block 3,b,Site 1,Transect 2,2004,0,23,37,4
B,Block 3,b,Site 1,Transect 2,2005,31,0,0,0
B,Block 3,b,Site 1,Transect 2,2006,0,0,14,0
B,Block 3,b,Site 1,Transect 2,2007,0,0,16,5
B,Block 3,b,Site 1,Transect 2,2008,28,36,13,2
B,Block 3,b,Site 1,Transect 2,2009,43,0,19,0
B,Block 3,b,Site 1,Transect 2,2010,39,0,15,4
B,Block 3,b,Site 1,Transect 2,2011,29,0,24,0
B,Block 3,b,Site 1,Transect 2,2012,0,0,25,0
B,Block 3,b,Site 1,Transect 2,2013,28,0,0,3
B,Block 3,b,Site 1,Transect 2,2014,0,0,0,7
B,Block 3,b,Site 1,Transect 3,2000,0,9,43,3
B,Block 3,b,Site 1,Transect 3,2001,4,7,0,1
B,Block 3,b,Site 1,Transect 3,2002,0,9,52,0
B,Block 3,b,Site 1,Transect 3,2003,0,2,63,0
B,Block 3,b,Site 1,Transect 3,2004,1,1,38,0
B,Block 3,b,Site 1,Transect 3,2005,5,0,61,0
B,Block 3,b,Site 1,Transect 3,2006,0,0,0,1
B,Block 3,b,Site 1,Transect 3,2007,16,25,42,1
B,Block 3,b,Site 1,Transect 3,2008,17,0,0,0
B,Block 3,b,Site 1,Transect 3,2009,20,14,32,0
B,Block 3,b,Site 1,Transect 3,2010,23,0,39,0
B,Block 3,b,Site 1,Transect 3,2011,0,19,39,0
B,Block 3,b,Site 1,Transect 3,2012,0,0,45,0
B,Block 3,b,Site 1,Transect 3,2013,12,19,40,0
B,Block 3,b,Site 1,Transect 3,2014,0,0,0,3
B,Block 3,b,Site 2,Transect 1,2000,0,26,0,0
B,Block 3,b,Site 2,Transect 1,2001,0,0,0,0
B,Block 3,b,Site 2,Transect 1,2002,0,0,26,0
B,Block 3,b,Site 2,Transect 1,2003,26,0,40,0
B,Block 3,b,Site 2,Transect 1,2004,23,0,41,0
B,Block 3,b,Site 2,Transect 1,2005,0,21,25,0
B,Block 3,b,Site 2,Transect 1,2006,39,0,0,2
B,Block 3,b,Site 2,Transect 1,2007,25,0,18,3
B,Block 3,b,Site 2,Transect 1,2008,38,39,0,0
B,Block 3,b,Site 2,Transect 1,2009,34,37,14,0
B,Block 3,b,Site 2,Transect 1,2010,52,0,9,0
B,Block 3,b,Site 2,Transect 1,2011,0,0,25,0
B,Block 3,b,Site 2,Transect 1,2012,0,0,32,0
B,Block 3,b,Site 2,Transect 1,2013,0,35,0,0
B,Block 3,b,Site 2,Transect 1,2014,0,43,18,0
B,Block 3,b,Site 2,Transect 2,2000,0,0,38,1
B,Block 3,b,Site 2,Transect 2,2001,0,17,34,1
B,Block 3,b,Site 2,Transect 2,2002,20,14,0,0
B,Block 3,b,Site 2,Transect 2,2003,7,0,49,0
B,Block 3,b,Site 2,Transect 2,2004,0,0,47,1
B,Block 3,b,Site 2,Transect 2,2005,0,13,50,0
B,Block 3,b,Site 2,Transect 2,2006,22,0,35,4
B,Block 3,b,Site 2,Transect 2,2007,26,0,33,0
B,Block 3,b,Site 2,Transect 2,2008,23,0,0,2
B,Block 3,b,Site 2,Transect 2,2009,28,22,0,0
B,Block 3,b,Site 2,Transect 2,2010,0,0,0,0
B,Block 3,b,Site 2,Transect 2,2011,0,0,0,3
B,Block 3,b,Site 2,Transect 2,2012,0,0,32,0
B,Block 3,b,Site 2,Transect 2,2013,30,0,26,3
B,Block 3,b,Site 2,Transect 2,2014,26,0,24,3
B,Block 3,b,Site 2,Transect 3,2000,0,0,23,2
B,Block 3,b,Site 2,Transect 3,2001,20,0,19,0
B,Block 3,b,Site 2,Transect 3,2002,21,0,NA,0
B,Block 3,b,Site 2,Transect 3,2003,0,0,41,0
B,Block 3,b,Site 2,Transect 3,2004,10,0,36,0
B,Block 3,b,Site 2,Transect 3,2005,20,0,38,0
B,Block 3,b,Site 2,Transect 3,2006,0,29,31,0
B,Block 3,b,Site 2,Transect 3,2007,28,0,0,0
B,Block 3,b,Site 2,Transect 3,2008,29,0,30,0
B,Block 3,b,Site 2,Transect 3,2009,27,0,29,0
B,Block 3,b,Site 2,Transect 3,2010,38,0,33,0
B,Block 3,b,Site 2,Transect 3,2011,29,0,31,0
B,Block 3,b,Site 2,Transect 3,2012,0,0,0,0
B,Block 3,b,Site 2,Transect 3,2013,0,0,30,0
B,Block 3,b,Site 2,Transect 3,2014,29,0,34,0
B,Block 4,a,Site 1,Transect 1,2000,24,19,41,0
B,Block 4,a,Site 1,Transect 1,2001,10,8,43,3
B,Block 4,a,Site 1,Transect 1,2002,0,13,41,0
B,Block 4,a,Site 1,Transect 1,2003,0,0,54,0
B,Block 4,a,Site 1,Transect 1,2004,10,0,0,0
B,Block 4,a,Site 1,Transect 1,2005,7,0,54,1
B,Block 4,a,Site 1,Transect 1,2006,10,0,32,2
B,Block 4,a,Site 1,Transect 1,2007,19,13,41,2
B,Block 4,a,Site 1,Transect 1,2008,0,0,36,0
B,Block 4,a,Site 1,Transect 1,2009,0,0,43,0
B,Block 4,a,Site 1,Transect 1,2010,14,0,46,0
B,Block 4,a,Site 1,Transect 1,2011,14,17,0,0
B,Block 4,a,Site 1,Transect 1,2012,0,0,45,0
B,Block 4,a,Site 1,Transect 1,2013,0,0,0,0
B,Block 4,a,Site 1,Transect 1,2014,0,7,0,0
B,Block 4,a,Site 1,Transect 2,2000,0,25,40,1
B,Block 4,a,Site 1,Transect 2,2001,0,0,29,1
B,Block 4,a,Site 1,Transect 2,2002,30,0,25,0
B,Block 4,a,Site 1,Transect 2,2003,22,0,34,4
B,Block 4,a,Site 1,Transect 2,2004,9,20,33,0
B,Block 4,a,Site 1,Transect 2,2005,0,13,40,4
B,Block 4,a,Site 1,Transect 2,2006,12,0,43,0
B,Block 4,a,Site 1,Transect 2,2007,0,0,43,2
B,Block 4,a,Site 1,Transect 2,2008,21,0,0,0
B,Block 4,a,Site 1,Transect 2,2009,27,0,43,4
B,Block 4,a,Site 1,Transect 2,2010,20,0,39,0
B,Block 4,a,Site 1,Transect 2,2011,20,0,41,0
B,Block 4,a,Site 1,Transect 2,2012,0,0,39,6
B,Block 4,a,Site 1,Transect 2,2013,23,0,0,0
B,Block 4,a,Site 1,Transect 2,2014,16,16,36,0
B,Block 4,a,Site 1,Transect 3,2000,7,16,47,0
B,Block 4,a,Site 1,Transect 3,2001,0,18,40,0
B,Block 4,a,Site 1,Transect 3,2002,8,0,38,0
B,Block 4,a,Site 1,Transect 3,2003,0,0,35,0
B,Block 4,a,Site 1,Transect 3,2004,6,0,41,0
B,Block 4,a,Site 1,Transect 3,2005,2,0,54,1
B,Block 4,a,Site 1,Transect 3,2006,9,0,52,2
B,Block 4,a,Site 1,Transect 3,2007,13,14,0,0
B,Block 4,a,Site 1,Transect 3,2008,6,10,0,1
B,Block 4,a,Site 1,Transect 3,2009,16,0,0,0
B,Block 4,a,Site 1,Transect 3,2010,0,0,53,1
B,Block 4,a,Site 1,Transect 3,2011,15,0,51,0
B,Block 4,a,Site 1,Transect 3,2012,0,0,36,0
B,Block 4,a,Site 1,Transect 3,2013,7,0,0,1
B,Block 4,a,Site 1,Transect 3,2014,0,0,48,0
B,Block 4,a,Site 2,Transect 1,2000,10,27,45,0
B,Block 4,a,Site 2,Transect 1,2001,19,0,49,3
B,Block 4,a,Site 2,Transect 1,2002,0,15,0,4
B,Block 4,a,Site 2,Transect 1,2003,0,0,0,1
B,Block 4,a,Site 2,Transect 1,2004,0,15,46,0
B,Block 4,a,Site 2,Transect 1,2005,0,0,NA,0
B,Block 4,a,Site 2,Transect 1,2006,0,16,0,0
B,Block 4,a,Site 2,Transect 1,2007,0,NA,35,0
B,Block 4,a,Site 2,Transect 1,2008,19,20,34,1
B,Block 4,a,Site 2,Transect 1,2009,9,23,40,0
B,Block 4,a,Site 2,Transect 1,2010,10,17,32,0
B,Block 4,a,Site 2,Transect 1,2011,10,0,42,0
B,Block 4,a,Site 2,Transect 1,2012,0,0,52,0
B,Block 4,a,Site 2,Transect 1,2013,12,13,38,0
B,Block 4,a,Site 2,Transect 1,2014,15,13,0,0
B,Block 4,a,Site 2,Transect 2,2000,0,26,0,3
B,Block 4,a,Site 2,Transect 2,2001,20,17,0,0
B,Block 4,a,Site 2,Transect 2,2002,0,15,39,0
B,Block 4,a,Site 2,Transect 2,2003,0,0,47,1
B,Block 4,a,Site 2,Transect 2,2004,12,0,46,0
B,Block 4,a,Site 2,Transect 2,2005,14,0,0,0
B,Block 4,a,Site 2,Transect 2,2006,0,13,52,0
B,Block 4,a,Site 2,Transect 2,2007,0,0,35,0
B,Block 4,a,Site 2,Transect 2,2008,0,0,0,0
B,Block 4,a,Site 2,Transect 2,2009,0,0,37,1
B,Block 4,a,Site 2,Transect 2,2010,16,0,47,2
B,Block 4,a,Site 2,Transect 2,2011,28,0,38,0
B,Block 4,a,Site 2,Transect 2,2012,11,0,44,0
B,Block 4,a,Site 2,Transect 2,2013,20,0,38,0
B,Block 4,a,Site 2,Transect 2,2014,13,0,36,4
B,Block 4,a,Site 2,Transect 3,2000,40,0,6,3
B,Block 4,a,Site 2,Transect 3,2001,43,0,0,0
B,Block 4,a,Site 2,Transect 3,2002,0,52,16,3
B,Block 4,a,Site 2,Transect 3,2003,29,0,12,3
B,Block 4,a,Site 2,Transect 3,2004,24,45,21,0
B,Block 4,a,Site 2,Transect 3,2005,0,0,23,2
B,Block 4,a,Site 2,Transect 3,2006,38,0,15,0
B,Block 4,a,Site 2,Transect 3,2007,43,0,9,7
B,Block 4,a,Site 2,Transect 3,2008,0,0,15,0
B,Block 4,a,Site 2,Transect 3,2009,44,0,16,0
B,Block 4,a,Site 2,Transect 3,2010,46,53,11,4
B,Block 4,a,Site 2,Transect 3,2011,48,41,6,3
B,Block 4,a,Site 2,Transect 3,2012,0,0,23,5
B,Block 4,a,Site 2,Transect 3,2013,0,0,13,0
B,Block 4,a,Site 2,Transect 3,2014,42,0,24,0
B,Block 4,b,Site 1,Transect 1,2000,0,0,37,0
B,Block 4,b,Site 1,Transect 1,2001,16,16,0,0
B,Block 4,b,Site 1,Transect 1,2002,21,11,0,0
B,Block 4,b,Site 1,Transect 1,2003,12,13,43,0
B,Block 4,b,Site 1,Transect 1,2004,8,10,51,0
B,Block 4,b,Site 1,Transect 1,2005,9,0,44,0
B,Block 4,b,Site 1,Transect 1,2006,0,23,33,0
B,Block 4,b,Site 1,Transect 1,2007,19,22,34,0
B,Block 4,b,Site 1,Transect 1,2008,0,13,23,3
B,Block 4,b,Site 1,Transect 1,2009,23,0,43,1
B,Block 4,b,Site 1,Transect 1,2010,28,0,0,0
B,Block 4,b,Site 1,Transect 1,2011,0,0,30,0
B,Block 4,b,Site 1,Transect 1,2012,15,0,43,0
B,Block 4,b,Site 1,Transect 1,2013,0,0,41,0
B,Block 4,b,Site 1,Transect 1,2014,19,0,0,0
B,Block 4,b,Site 1,Transect 2,2000,0,0,29,0
B,Block 4,b,Site 1,Transect 2,2001,21,14,0,0
B,Block 4,b,Site 1,Transect 2,2002,21,0,41,0
B,Block 4,b,Site 1,Transect 2,2003,14,13,48,0
B,Block 4,b,Site 1,Transect 2,2004,0,12,38,0
B,Block 4,b,Site 1,Transect 2,2005,17,22,41,2
B,Block 4,b,Site 1,Transect 2,2006,0,24,31,3
B,Block 4,b,Site 1,Transect 2,2007,32,32,26,1
B,Block 4,b,Site 1,Transect 2,2008,27,34,30,3
B,Block 4,b,Site 1,Transect 2,2009,0,0,30,0
B,Block 4,b,Site 1,Transect 2,2010,0,0,21,0
B,Block 4,b,Site 1,Transect 2,2011,0,0,21,0
B,Block 4,b,Site 1,Transect 2,2012,31,28,0,0
B,Block 4,b,Site 1,Transect 2,2013,19,0,26,2
B,Block 4,b,Site 1,Transect 2,2014,0,0,20,0
B,Block 4,b,Site 1,Transect 3,2000,18,13,31,0
B,Block 4,b,Site 1,Transect 3,2001,0,6,0,4
B,Block 4,b,Site 1,Transect 3,2002,17,17,0,0
B,Block 4,b,Site 1,Transect 3,2003,0,6,49,0
B,Block 4,b,Site 1,Transect 3,2004,0,0,61,0
B,Block 4,b,Site 1,Transect 3,2005,0,0,39,1
B,Block 4,b,Site 1,Transect 3,2006,18,6,40,0
B,Block 4,b,Site 1,Transect 3,2007,0,0,45,3
B,Block 4,b,Site 1,Transect 3,2008,0,20,32,0
B,Block 4,b,Site 1,Transect 3,2009,23,0,37,1
B,Block 4,b,Site 1,Transect 3,2010,17,0,0,0
B,Block 4,b,Site 1,Transect 3,2011,16,0,42,1
B,Block 4,b,Site 1,Transect 3,2012,16,0,30,0
B,Block 4,b,Site 1,Transect 3,2013,27,12,37,1
B,Block 4,b,Site 1,Transect 3,2014,18,0,29,1
B,Block 4,b,Site 2,Transect 1,2000,14,24,38,0
B,Block 4,b,Site 2,Transect 1,2001,0,0,44,0
B,Block 4,b,Site 2,Transect 1,2002,0,0,36,1
B,Block 4,b,Site 2,Transect 1,2003,12,0,42,0
B,Block 4,b,Site 2,Transect 1,2004,0,0,53,0
B,Block 4,b,Site 2,Transect 1,2005,0,14,40,0
B,Block 4,b,Site 2,Transect 1,2006,23,21,30,1
B,Block 4,b,Site 2,Transect 1,2007,0,20,28,0
B,Block 4,b,Site 2,Transect 1,2008,21,0,32,2
B,Block 4,b,Site 2,Transect 1,2009,23,0,0,1
B,Block 4,b,Site 2,Transect 1,2010,29,31,29,3
B,Block 4,b,Site 2,Transect 1,2011,25,0,31,3
B,Block 4,b,Site 2,Transect 1,2012,22,0,41,0
B,Block 4,b,Site 2,Transect 1,2013,23,0,36,0
B,Block 4,b,Site 2,Transect 1,2014,30,36,17,3
B,Block 4,b,Site 2,Transect 2,2000,0,0,30,0
B,Block 4,b,Site 2,Transect 2,2001,0,19,25,1
B,Block 4,b,Site 2,Transect 2,2002,23,0,32,0
B,Block 4,b,Site 2,Transect 2,2003,0,0,52,0
B,Block 4,b,Site 2,Transect 2,2004,16,0,39,0
B,Block 4,b,Site 2,Transect 2,2005,0,10,47,2
B,Block 4,b,Site 2,Transect 2,2006,0,0,28,0
B,Block 4,b,Site 2,Transect 2,2007,0,33,21,0
B,Block 4,b,Site 2,Transect 2,2008,28,0,31,6
B,Block 4,b,Site 2,Transect 2,2009,35,29,18,0
B,Block 4,b,Site 2,Transect 2,2010,34,0,0,0
B,Block 4,b,Site 2,Transect 2,2011,28,22,23,3
B,Block 4,b,Site 2,Transect 2,2012,23,20,42,0
B,Block 4,b,Site 2,Transect 2,2013,0,0,31,3
B,Block 4,b,Site 2,Transect 2,2014,20,0,33,3
B,Block 4,b,Site 2,Transect 3,2000,42,0,0,0
B,Block 4,b,Site 2,Transect 3,2001,43,0,13,0
B,Block 4,b,Site 2,Transect 3,2002,0,0,19,0
B,Block 4,b,Site 2,Transect 3,2003,50,38,16,3
B,Block 4,b,Site 2,Transect 3,2004,32,41,0,0
B,Block 4,b,Site 2,Transect 3,2005,36,0,11,4
B,Block 4,b,Site 2,Transect 3,2006,53,0,5,7
B,Block 4,b,Site 2,Transect 3,2007,0,0,0,7
B,Block 4,b,Site 2,Transect 3,2008,0,0,5,3
B,Block 4,b,Site 2,Transect 3,2009,55,53,0,5
B,Block 4,b,Site 2,Transect 3,2010,0,0,1,0
B,Block 4,b,Site 2,Transect 3,2011,59,42,0,0
B,Block 4,b,Site 2,Transect 3,2012,0,0,0,3
B,Block 4,b,Site 2,Transect 3,2013,0,0,0,5
B,Block 4,b,Site 2,Transect 3,2014,41,0,4,8
B,Block 5,a,Site 1,Transect 1,2000,1,0,50,0
B,Block 5,a,Site 1,Transect 1,2001,0,0,57,0
B,Block 5,a,Site 1,Transect 1,2002,1,0,68,0
B,Block 5,a,Site 1,Transect 1,2003,0,0,59,0
B,Block 5,a,Site 1,Transect 1,2004,0,0,0,0
B,Block 5,a,Site 1,Transect 1,2005,0,0,43,0
B,Block 5,a,Site 1,Transect 1,2006,0,0,42,0
B,Block 5,a,Site 1,Transect 1,2007,0,0,52,0
B,Block 5,a,Site 1,Transect 1,2008,0,0,54,0
B,Block 5,a,Site 1,Transect 1,2009,0,NA,56,0
B,Block 5,a,Site 1,Transect 1,2010,2,0,51,0
B,Block 5,a,Site 1,Transect 1,2011,0,0,65,0
B,Block 5,a,Site 1,Transect 1,2012,0,0,43,0
B,Block 5,a,Site 1,Transect 1,2013,0,0,0,0
B,Block 5,a,Site 1,Transect 1,2014,0,0,46,0
B,Block 5,a,Site 1,Transect 2,2000,0,0,49,1
B,Block 5,a,Site 1,Transect 2,2001,0,0,55,0
B,Block 5,a,Site 1,Transect 2,2002,NA,0,0,0
B,Block 5,a,Site 1,Transect 2,2003,0,0,67,0
B,Block 5,a,Site 1,Transect 2,2004,1,0,0,0
B,Block 5,a,Site 1,Transect 2,2005,0,0,0,0
B,Block 5,a,Site 1,Transect 2,2006,0,0,56,0
B,Block 5,a,Site 1,Transect 2,2007,5,5,42,0
B,Block 5,a,Site 1,Transect 2,2008,2,0,60,0
B,Block 5,a,Site 1,Transect 2,2009,2,2,37,0
B,Block 5,a,Site 1,Transect 2,2010,4,0,47,0
B,Block 5,a,Site 1,Transect 2,2011,3,0,61,0
B,Block 5,a,Site 1,Transect 2,2012,0,1,0,0
B,Block 5,a,Site 1,Transect 2,2013,2,0,41,0
B,Block 5,a,Site 1,Transect 2,2014,0,1,48,0
B,Block 5,a,Site 1,Transect 3,2000,8,7,36,0
B,Block 5,a,Site 1,Transect 3,2001,5,4,32,0
B,Block 5,a,Site 1,Transect 3,2002,12,10,60,3
B,Block 5,a,Site 1,Transect 3,2003,0,0,58,0
B,Block 5,a,Site 1,Transect 3,2004,1,0,66,0
B,Block 5,a,Site 1,Transect 3,2005,0,0,0,0
B,Block 5,a,Site 1,Transect 3,2006,0,0,0,0
B,Block 5,a,Site 1,Transect 3,2007,0,0,55,0
B,Block 5,a,Site 1,Transect 3,2008,7,0,0,0
B,Block 5,a,Site 1,Transect 3,2009,0,8,50,0
B,Block 5,a,Site 1,Transect 3,2010,9,0,50,0
B,Block 5,a,Site 1,Transect 3,2011,6,7,50,0
B,Block 5,a,Site 1,Transect 3,2012,0,2,53,1
B,Block 5,a,Site 1,Transect 3,2013,4,0,58,0
B,Block 5,a,Site 1,Transect 3,2014,0,0,46,0
B,Block 5,a,Site 2,Transect 1,2000,27,0,36,3
B,Block 5,a,Site 2,Transect 1,2001,26,0,45,0
B,Block 5,a,Site 2,Transect 1,2002,0,0,34,0
B,Block 5,a,Site 2,Transect 1,2003,24,23,29,2
B,Block 5,a,Site 2,Transect 1,2004,16,30,30,0
B,Block 5,a,Site 2,Transect 1,2005,15,18,57,0
B,Block 5,a,Site 2,Transect 1,2006,0,30,46,3
B,Block 5,a,Site 2,Transect 1,2007,34,25,18,0
B,Block 5,a,Site 2,Transect 1,2008,0,0,33,0
B,Block 5,a,Site 2,Transect 1,2009,19,0,0,0
B,Block 5,a,Site 2,Transect 1,2010,0,33,25,0
B,Block 5,a,Site 2,Transect 1,2011,25,18,0,1
B,Block 5,a,Site 2,Transect 1,2012,21,0,0,0
B,Block 5,a,Site 2,Transect 1,2013,0,0,35,3
B,Block 5,a,Site 2,Transect 1,2014,23,0,36,0
B,Block 5,a,Site 2,Transect 2,2000,15,0,33,0
B,Block 5,a,Site 2,Transect 2,2001,21,17,36,2
B,Block 5,a,Site 2,Transect 2,2002,0,15,0,0
B,Block 5,a,Site 2,Transect 2,2003,0,15,0,1
B,Block 5,a,Site 2,Transect 2,2004,6,15,41,0
B,Block 5,a,Site 2,Transect 2,2005,8,10,45,0
B,Block 5,a,Site 2,Transect 2,2006,15,0,52,0
B,Block 5,a,Site 2,Transect 2,2007,12,22,0,0
B,Block 5,a,Site 2,Transect 2,2008,17,0,33,0
B,Block 5,a,Site 2,Transect 2,2009,NA,0,35,0
B,Block 5,a,Site 2,Transect 2,2010,0,21,39,6
B,Block 5,a,Site 2,Transect 2,2011,21,0,33,0
B,Block 5,a,Site 2,Transect 2,2012,0,0,44,0
B,Block 5,a,Site 2,Transect 2,2013,19,0,0,1
B,Block 5,a,Site 2,Transect 2,2014,8,0,32,0
B,Block 5,a,Site 2,Transect 3,2000,NA,10,0,0
B,Block 5,a,Site 2,Transect 3,2001,0,0,0,3
B,Block 5,a,Site 2,Transect 3,2002,0,0,43,3
B,Block 5,a,Site 2,Transect 3,2003,10,11,35,0
B,Block 5,a,Site 2,Transect 3,2004,6,0,45,0
B,Block 5,a,Site 2,Transect 3,2005,5,0,54,1
B,Block 5,a,Site 2,Transect 3,2006,6,0,45,0
B,Block 5,a,Site 2,Transect 3,2007,13,0,41,0
B,Block 5,a,Site 2,Transect 3,2008,11,0,47,2
B,Block 5,a,Site 2,Transect 3,2009,11,0,39,0
B,Block 5,a,Site 2,Transect 3,2010,13,18,47,0
B,Block 5,a,Site 2,Transect 3,2011,12,12,39,1
B,Block 5,a,Site 2,Transect 3,2012,0,0,50,0
B,Block 5,a,Site 2,Transect 3,2013,0,0,52,2
B,Block 5,a,Site 2,Transect 3,2014,11,7,49,3
B,Block 5,b,Site 1,Transect 1,2000,0,4,49,0
B,Block 5,b,Site 1,Transect 1,2001,0,0,44,0
B,Block 5,b,Site 1,Transect 1,2002,0,0,50,0
B,Block 5,b,Site 1,Transect 1,2003,0,0,62,0
B,Block 5,b,Site 1,Transect 1,2004,0,0,56,0
B,Block 5,b,Site 1,Transect 1,2005,0,0,58,0
B,Block 5,b,Site 1,Transect 1,2006,0,0,65,0
B,Block 5,b,Site 1,Transect 1,2007,0,0,51,0
B,Block 5,b,Site 1,Transect 1,2008,0,6,59,0
B,Block 5,b,Site 1,Transect 1,2009,0,5,43,0
B,Block 5,b,Site 1,Transect 1,2010,0,0,55,0
B,Block 5,b,Site 1,Transect 1,2011,NA,0,0,0
B,Block 5,b,Site 1,Transect 1,2012,0,0,51,0
B,Block 5,b,Site 1,Transect 1,2013,6,0,46,0
B,Block 5,b,Site 1,Transect 1,2014,8,0,0,0
B,Block 5,b,Site 1,Transect 2,2000,4,0,0,0
B,Block 5,b,Site 1,Transect 2,2001,3,0,0,0
B,Block 5,b,Site 1,Transect 2,2002,NA,0,0,0
B,Block 5,b,Site 1,Transect 2,2003,0,0,63,0
B,Block 5,b,Site 1,Transect 2,2004,0,0,61,0
B,Block 5,b,Site 1,Transect 2,2005,2,0,58,0
B,Block 5,b,Site 1,Transect 2,2006,8,11,50,0
B,Block 5,b,Site 1,Transect 2,2007,0,0,51,0
B,Block 5,b,Site 1,Transect 2,2008,0,0,54,0
B,Block 5,b,Site 1,Transect 2,2009,7,0,34,0
B,Block 5,b,Site 1,Transect 2,2010,7,0,49,0
B,Block 5,b,Site 1,Transect 2,2011,0,13,49,0
B,Block 5,b,Site 1,Transect 2,2012,8,0,52,0
B,Block 5,b,Site 1,Transect 2,2013,0,0,36,0
B,Block 5,b,Site 1,Transect 2,2014,0,10,47,0
B,Block 5,b,Site 1,Transect 3,2000,7,0,35,2
B,Block 5,b,Site 1,Transect 3,2001,0,0,49,1
B,Block 5,b,Site 1,Transect 3,2002,5,0,61,0
B,Block 5,b,Site 1,Transect 3,2003,0,0,55,0
B,Block 5,b,Site 1,Transect 3,2004,0,NA,59,0
B,Block 5,b,Site 1,Transect 3,2005,1,0,54,0
B,Block 5,b,Site 1,Transect 3,2006,11,0,40,0
B,Block 5,b,Site 1,Transect 3,2007,0,0,42,0
B,Block 5,b,Site 1,Transect 3,2008,0,23,41,0
B,Block 5,b,Site 1,Transect 3,2009,0,0,39,3
B,Block 5,b,Site 1,Transect 3,2010,19,16,39,0
B,Block 5,b,Site 1,Transect 3,2011,0,0,41,0
B,Block 5,b,Site 1,Transect 3,2012,0,10,32,0
B,Block 5,b,Site 1,Transect 3,2013,18,0,38,0
B,Block 5,b,Site 1,Transect 3,2014,0,0,46,0
B,Block 5,b,Site 2,Transect 1,2000,0,0,29,0
B,Block 5,b,Site 2,Transect 1,2001,21,0,43,2
B,Block 5,b,Site 2,Transect 1,2002,0,0,0,3
B,Block 5,b,Site 2,Transect 1,2003,15,0,35,0
B,Block 5,b,Site 2,Transect 1,2004,0,19,43,0
B,Block 5,b,Site 2,Transect 1,2005,21,20,25,1
B,Block 5,b,Site 2,Transect 1,2006,0,23,15,0
B,Block 5,b,Site 2,Transect 1,2007,31,26,15,0
B,Block 5,b,Site 2,Transect 1,2008,0,34,23,4
B,Block 5,b,Site 2,Transect 1,2009,35,0,14,4
B,Block 5,b,Site 2,Transect 1,2010,25,40,0,0
B,Block 5,b,Site 2,Transect 1,2011,34,37,18,0
B,Block 5,b,Site 2,Transect 1,2012,31,0,0,0
B,Block 5,b,Site 2,Transect 1,2013,32,45,19,0
B,Block 5,b,Site 2,Transect 1,2014,34,27,17,4
B,Block 5,b,Site 2,Transect 2,2000,22,0,31,0
B,Block 5,b,Site 2,Transect 2,2001,0,0,41,1
B,Block 5,b,Site 2,Transect 2,2002,0,0,32,0
B,Block 5,b,Site 2,Transect 2,2003,16,0,44,0
B,Block 5,b,Site 2,Transect 2,2004,11,0,44,0
B,Block 5,b,Site 2,Transect 2,2005,0,22,34,0
B,Block 5,b,Site 2,Transect 2,2006,0,0,30,4
B,Block 5,b,Site 2,Transect 2,2007,32,0,31,0
B,Block 5,b,Site 2,Transect 2,2008,23,25,19,3
B,Block 5,b,Site 2,Transect 2,2009,33,27,28,1
B,Block 5,b,Site 2,Transect 2,2010,26,0,23,0
B,Block 5,b,Site 2,Transect 2,2011,0,0,38,0
B,Block 5,b,Site 2,Transect 2,2012,20,11,35,1
B,Block 5,b,Site 2,Transect 2,2013,25,0,25,0
B,Block 5,b,Site 2,Transect 2,2014,29,0,0,0
B,Block 5,b,Site 2,Transect 3,2000,0,0,38,0
B,Block 5,b,Site 2,Transect 3,2001,0,0,46,2
B,Block 5,b,Site 2,Transect 3,2002,0,0,44,3
B,Block 5,b,Site 2,Transect 3,2003,6,0,0,0
B,Block 5,b,Site 2,Transect 3,2004,5,8,43,0
B,Block 5,b,Site 2,Transect 3,2005,0,0,43,0
B,Block 5,b,Site 2,Transect 3,2006,0,21,47,1
B,Block 5,b,Site 2,Transect 3,2007,0,0,28,0
B,Block 5,b,Site 2,Transect 3,2008,20,22,34,0
B,Block 5,b,Site 2,Transect 3,2009,23,NA,34,0
B,Block 5,b,Site 2,Transect 3,2010,28,0,23,4
